0.1	0.926359286681057	0.55581557200262	0.555815572007965	0.250000000000251
1	9.26359286681917	5.55815572002178	5.55815572007897	0.25000000000047
10	92.6359286681002	55.5815572002254	55.5815572008134	0.250000000000175
50	463.179643340134	277.907786001216	277.907786003937	0.250000000000108
75	694.769465010407	416.86167900141	416.861679005837	0.250000000000204
100	926.35928668082	555.815572002158	555.815572007595	0.250000000000336
125	1157.94910835059	694.769465002597	694.769465009845	0.250000000000152
150	1389.53893001993	833.723358002892	833.72335801189	0.250000000000016
175	1621.12875169264	972.677251003864	972.677251013905	0.250000000000359
200	1852.71857336219	1111.6311440036	1111.63114401561	0.250000000000319
225	2084.30839503208	1250.58503700492	1250.58503701728	0.250000000000327
